order,batch,pathway_id,pathway_name,trial,disease,group,node_ref,element_type,slot,mods,mode,flags,assertion_id,assertion_class,schedule_bearing,source_value,source_used,source_depth,locator,date_consulted,library_value,classification,note
54,6,portec2,"Surgery, then vaginal brachytherapy (PORTEC-2)",PORTEC-2,gyn,Uterine and endometrial,n1,interval,Interval: Healing after surgery,,,,portec2:n1:interval_duration,interval_duration,Y,,,,,,,,
54,6,portec2,"Surgery, then vaginal brachytherapy (PORTEC-2)",PORTEC-2,gyn,Uterine and endometrial,n2,phase,Phase 1 (Radiation; cycles),Radiation,cycles,,portec2:n2:agents,agents,Y,,,,,,,,
54,6,portec2,"Surgery, then vaginal brachytherapy (PORTEC-2)",PORTEC-2,gyn,Uterine and endometrial,n2,phase,Phase 1 (Radiation; cycles),Radiation,cycles,,portec2:n2:cycle_length,cycle_length,Y,,,,,,,,
54,6,portec2,"Surgery, then vaginal brachytherapy (PORTEC-2)",PORTEC-2,gyn,Uterine and endometrial,n2,phase,Phase 1 (Radiation; cycles),Radiation,cycles,,portec2:n2:n_cycles,n_cycles,Y,,,,,,,,
54,6,portec2,"Surgery, then vaginal brachytherapy (PORTEC-2)",PORTEC-2,gyn,Uterine and endometrial,n3,phase,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,portec2:n3:agents,agents,Y,,,,,,,,
54,6,portec2,"Surgery, then vaginal brachytherapy (PORTEC-2)",PORTEC-2,gyn,Uterine and endometrial,n3,phase,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,portec2:n3:frequency_text,frequency_text,N,,,,,,,,
54,6,portec2,"Surgery, then vaginal brachytherapy (PORTEC-2)",PORTEC-2,gyn,Uterine and endometrial,pathway,pathway,Sequence of steps,,,,portec2:pathway:sequence,sequence,N,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n0,procedure,Procedure (Surgery),Surgery,,,ov-pds:n0:procedure_identity,procedure_identity,N,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n1,interval,Interval: Healing after surgery,,,,ov-pds:n1:interval_duration,interval_duration,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n2,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,ov-pds:n2:agents,agents,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n2,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,ov-pds:n2:cycle_length,cycle_length,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n2,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,ov-pds:n2:n_cycles,n_cycles,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n3,phase,Phase 2 (Targeted therapy; cycles),Targeted therapy,cycles,optional; off by default; concurrent,ov-pds:n3:agents,agents,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n3,phase,Phase 2 (Targeted therapy; cycles),Targeted therapy,cycles,optional; off by default; concurrent,ov-pds:n3:cycle_length,cycle_length,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n3,phase,Phase 2 (Targeted therapy; cycles),Targeted therapy,cycles,optional; off by default; concurrent,ov-pds:n3:n_cycles,n_cycles,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n4,decision,Decision 1,,,,ov-pds:n4:decision_condition,decision_condition,N,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n4,decision,Decision 1,,,,ov-pds:n4:branch_set,branch_set,N,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n4.b0.n0,phase,Phase 3 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional,ov-pds:n4.b0.n0:agents,agents,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n4.b0.n0,phase,Phase 3 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional,ov-pds:n4.b0.n0:duration,duration,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n4.b0.n1,phase,Phase 4 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional; off by default,ov-pds:n4.b0.n1:agents,agents,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n4.b0.n1,phase,Phase 4 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional; off by default,ov-pds:n4.b0.n1:duration,duration,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n4.b1.n0,phase,Phase 5 (Targeted therapy; cycles) [branch: No BRCA mutation and HRD-negative],Targeted therapy,cycles,optional; off by default,ov-pds:n4.b1.n0:agents,agents,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n4.b1.n0,phase,Phase 5 (Targeted therapy; cycles) [branch: No BRCA mutation and HRD-negative],Targeted therapy,cycles,optional; off by default,ov-pds:n4.b1.n0:cycle_length,cycle_length,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n4.b1.n0,phase,Phase 5 (Targeted therapy; cycles) [branch: No BRCA mutation and HRD-negative],Targeted therapy,cycles,optional; off by default,ov-pds:n4.b1.n0:n_cycles,n_cycles,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n4.b1.n1,phase,Phase 6 (Targeted therapy; daily) [branch: No BRCA mutation and HRD-negative],Targeted therapy,daily,optional; off by default,ov-pds:n4.b1.n1:agents,agents,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n4.b1.n1,phase,Phase 6 (Targeted therapy; daily) [branch: No BRCA mutation and HRD-negative],Targeted therapy,daily,optional; off by default,ov-pds:n4.b1.n1:duration,duration,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n4.b1.n2,phase,Phase 7 (Surveillance; ongoing) [branch: No BRCA mutation and HRD-negative],Surveillance,ongoing,open-ended,ov-pds:n4.b1.n2:agents,agents,Y,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,n4.b1.n2,phase,Phase 7 (Surveillance; ongoing) [branch: No BRCA mutation and HRD-negative],Surveillance,ongoing,open-ended,ov-pds:n4.b1.n2:frequency_text,frequency_text,N,,,,,,,,
55,6,ov-pds,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",GOG-218 / SOLO-1 / PRIMA / PAOLA-1,gyn,Ovarian,pathway,pathway,Sequence of steps,,,,ov-pds:pathway:sequence,sequence,N,,,,,,,,
56,6,usc-her2,"Surgery, carboplatin + paclitaxel + trastuzumab ×6, then trastuzumab maintenance (HER2-positive uterine serous)",Fader randomized phase II (NCT01367002),gyn,Uterine and endometrial,n0,procedure,Procedure (Surgery),Surgery,,,usc-her2:n0:procedure_identity,procedure_identity,N,,,,,,,,
56,6,usc-her2,"Surgery, carboplatin + paclitaxel + trastuzumab ×6, then trastuzumab maintenance (HER2-positive uterine serous)",Fader randomized phase II (NCT01367002),gyn,Uterine and endometrial,n1,interval,Interval: Healing after surgery,,,,usc-her2:n1:interval_duration,interval_duration,Y,,,,,,,,
56,6,usc-her2,"Surgery, carboplatin + paclitaxel + trastuzumab ×6, then trastuzumab maintenance (HER2-positive uterine serous)",Fader randomized phase II (NCT01367002),gyn,Uterine and endometrial,n2,phase,Phase 1 (Chemotherapy; Targeted therapy; cycles),Chemotherapy; Targeted therapy,cycles,,usc-her2:n2:agents,agents,Y,,,,,,,,
56,6,usc-her2,"Surgery, carboplatin + paclitaxel + trastuzumab ×6, then trastuzumab maintenance (HER2-positive uterine serous)",Fader randomized phase II (NCT01367002),gyn,Uterine and endometrial,n2,phase,Phase 1 (Chemotherapy; Targeted therapy; cycles),Chemotherapy; Targeted therapy,cycles,,usc-her2:n2:cycle_length,cycle_length,Y,,,,,,,,
56,6,usc-her2,"Surgery, carboplatin + paclitaxel + trastuzumab ×6, then trastuzumab maintenance (HER2-positive uterine serous)",Fader randomized phase II (NCT01367002),gyn,Uterine and endometrial,n2,phase,Phase 1 (Chemotherapy; Targeted therapy; cycles),Chemotherapy; Targeted therapy,cycles,,usc-her2:n2:n_cycles,n_cycles,Y,,,,,,,,
56,6,usc-her2,"Surgery, carboplatin + paclitaxel + trastuzumab ×6, then trastuzumab maintenance (HER2-positive uterine serous)",Fader randomized phase II (NCT01367002),gyn,Uterine and endometrial,n3,phase,Phase 2 (Targeted therapy; ongoing),Targeted therapy,ongoing,open-ended,usc-her2:n3:agents,agents,Y,,,,,,,,
56,6,usc-her2,"Surgery, carboplatin + paclitaxel + trastuzumab ×6, then trastuzumab maintenance (HER2-positive uterine serous)",Fader randomized phase II (NCT01367002),gyn,Uterine and endometrial,n3,phase,Phase 2 (Targeted therapy; ongoing),Targeted therapy,ongoing,open-ended,usc-her2:n3:frequency_text,frequency_text,N,,,,,,,,
56,6,usc-her2,"Surgery, carboplatin + paclitaxel + trastuzumab ×6, then trastuzumab maintenance (HER2-positive uterine serous)",Fader randomized phase II (NCT01367002),gyn,Uterine and endometrial,pathway,pathway,Sequence of steps,,,,usc-her2:pathway:sequence,sequence,N,,,,,,,,
57,6,gog258,"Surgery, then carboplatin + paclitaxel ×6 (GOG-258)",GOG-258,gyn,Uterine and endometrial,n0,procedure,Procedure (Surgery),Surgery,,,gog258:n0:procedure_identity,procedure_identity,N,,,,,,,,
57,6,gog258,"Surgery, then carboplatin + paclitaxel ×6 (GOG-258)",GOG-258,gyn,Uterine and endometrial,n1,interval,Interval: Healing after surgery,,,,gog258:n1:interval_duration,interval_duration,Y,,,,,,,,
57,6,gog258,"Surgery, then carboplatin + paclitaxel ×6 (GOG-258)",GOG-258,gyn,Uterine and endometrial,n2,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,gog258:n2:agents,agents,Y,,,,,,,,
57,6,gog258,"Surgery, then carboplatin + paclitaxel ×6 (GOG-258)",GOG-258,gyn,Uterine and endometrial,n2,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,gog258:n2:cycle_length,cycle_length,Y,,,,,,,,
57,6,gog258,"Surgery, then carboplatin + paclitaxel ×6 (GOG-258)",GOG-258,gyn,Uterine and endometrial,n2,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,gog258:n2:n_cycles,n_cycles,Y,,,,,,,,
57,6,gog258,"Surgery, then carboplatin + paclitaxel ×6 (GOG-258)",GOG-258,gyn,Uterine and endometrial,n3,phase,Phase 2 (Radiation; cycles),Radiation,cycles,optional; off by default,gog258:n3:agents,agents,Y,,,,,,,,
57,6,gog258,"Surgery, then carboplatin + paclitaxel ×6 (GOG-258)",GOG-258,gyn,Uterine and endometrial,n3,phase,Phase 2 (Radiation; cycles),Radiation,cycles,optional; off by default,gog258:n3:cycle_length,cycle_length,Y,,,,,,,,
57,6,gog258,"Surgery, then carboplatin + paclitaxel ×6 (GOG-258)",GOG-258,gyn,Uterine and endometrial,n3,phase,Phase 2 (Radiation; cycles),Radiation,cycles,optional; off by default,gog258:n3:n_cycles,n_cycles,Y,,,,,,,,
57,6,gog258,"Surgery, then carboplatin + paclitaxel ×6 (GOG-258)",GOG-258,gyn,Uterine and endometrial,n4,phase,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,gog258:n4:agents,agents,Y,,,,,,,,
57,6,gog258,"Surgery, then carboplatin + paclitaxel ×6 (GOG-258)",GOG-258,gyn,Uterine and endometrial,n4,phase,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,gog258:n4:frequency_text,frequency_text,N,,,,,,,,
57,6,gog258,"Surgery, then carboplatin + paclitaxel ×6 (GOG-258)",GOG-258,gyn,Uterine and endometrial,pathway,pathway,Sequence of steps,,,,gog258:pathway:sequence,sequence,N,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n0,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,ov-nact:n0:agents,agents,Y,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n0,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,ov-nact:n0:cycle_length,cycle_length,Y,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n0,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,ov-nact:n0:n_cycles,n_cycles,Y,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n1,procedure,Procedure (Surgery),Surgery,,,ov-nact:n1:procedure_identity,procedure_identity,N,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n2,interval,Interval: Healing after surgery,,,,ov-nact:n2:interval_duration,interval_duration,Y,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n3,phase,Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,ov-nact:n3:agents,agents,Y,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n3,phase,Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,ov-nact:n3:cycle_length,cycle_length,Y,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n3,phase,Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,ov-nact:n3:n_cycles,n_cycles,Y,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n4,phase,Phase 3 (Targeted therapy; cycles),Targeted therapy,cycles,optional; off by default; concurrent,ov-nact:n4:agents,agents,Y,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n4,phase,Phase 3 (Targeted therapy; cycles),Targeted therapy,cycles,optional; off by default; concurrent,ov-nact:n4:cycle_length,cycle_length,Y,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n4,phase,Phase 3 (Targeted therapy; cycles),Targeted therapy,cycles,optional; off by default; concurrent,ov-nact:n4:n_cycles,n_cycles,Y,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n5,decision,Decision 1,,,,ov-nact:n5:decision_condition,decision_condition,N,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n5,decision,Decision 1,,,,ov-nact:n5:branch_set,branch_set,N,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n5.b0.n0,phase,Phase 4 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional,ov-nact:n5.b0.n0:agents,agents,Y,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n5.b0.n0,phase,Phase 4 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional,ov-nact:n5.b0.n0:duration,duration,Y,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n5.b0.n1,phase,Phase 5 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional; off by default,ov-nact:n5.b0.n1:agents,agents,Y,,,,,,,,
58,6,ov-nact,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",EORTC 55971 / CHORUS,gyn,Ovarian,n5.b0.n1,phase,Phase 5 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional; off by default,ov-nact:n5.b0.n1:duration,duration,Y,,,,,,,,
